HeldoutSubjectId	HeldoutSubjectIdx	Method	TaxonIdx	TimePoint	Truth	Pred
2	0	MDSINE2	0.0	0.0	96016783.88308714	96016783.88308714
2	0	MDSINE2	0.0	1.0	6081096.091609839	111584309.08351985
2	0	MDSINE2	0.0	2.0	25132257.967918836	129660760.63167413
2	0	MDSINE2	0.0	3.0	104781835.7126948	150645159.233417
2	0	MDSINE2	0.0	4.0	108410328.86709318	174998116.98260117
2	0	MDSINE2	0.0	5.0	454258109.6478558	203250690.2732448
2	0	MDSINE2	0.0	6.0	979401807.0971885	236014274.6445519
2	0	MDSINE2	0.0	7.0	545977180.1588324	273991579.8481492
2	0	MDSINE2	0.0	8.0	573066790.6111131	317988688.79057205
2	0	MDSINE2	0.0	9.0	545119727.4521991	427862997.47129655
2	0	MDSINE2	0.0	10.0	1040933954.6854761	574671832.443704
2	0	MDSINE2	0.0	11.0	5193057906.810591	770010984.5755199
2	0	MDSINE2	0.0	12.0	5164865074.366183	1028480331.2035674
2	0	MDSINE2	0.0	13.0	3962861641.644067	1367978247.2609944
2	0	MDSINE2	0.0	14.0	3437395222.326853	1809637149.2102413
2	0	MDSINE2	0.0	15.0	1216855266.3958454	3984124676.562823
2	0	MDSINE2	0.0	16.0	1875815897.2988088	6540402895.18885
2	0	MDSINE2	0.0	17.0	1495156194.3765235	9678152672.597122
2	0	MDSINE2	0.0	18.0	7715028661.939049	13490425050.441349
2	0	MDSINE2	0.0	19.0	11140130368.173098	14019391120.123562
2	0	MDSINE2	0.0	20.0	2034449922.9625432	12499176030.32145
2	0	MDSINE2	0.0	21.0	1538560360.3251414	9667375881.062096
2	0	MDSINE2	0.0	22.0	328425003.2015202	8309823947.87459
2	0	MDSINE2	0.0	23.0	814298665.0567791	7281271679.154447
2	0	MDSINE2	0.0	24.0	1444707563.6194916	6022698783.497192
2	0	MDSINE2	0.0	25.0	1061689696.5711787	5251323160.700312
2	0	MDSINE2	0.0	26.0	501918886.3287589	4416824371.684983
2	0	MDSINE2	0.0	27.0	436693922.2470497	4803092395.323679
2	0	MDSINE2	0.0	28.0	10872130506.499578	5289394879.030491
2	0	MDSINE2	0.0	29.0	12988098726.50733	5959082996.265294
2	0	MDSINE2	0.0	30.0	27811919236.009304	7009266712.284519
2	0	MDSINE2	0.0	31.0	2517376956.111766	7805804554.697403
2	0	MDSINE2	0.0	32.0	36567708375.49144	8904829714.14264
2	0	MDSINE2	0.0	33.0	16545120603.991013	10522946837.136501
2	0	MDSINE2	0.0	34.0	4782323784.504114	11579883663.381783
2	0	MDSINE2	0.0	35.0	20870626524.00732	13016937985.370815
2	0	MDSINE2	0.0	36.0	17393728193.59552	15333247041.317215
2	0	MDSINE2	0.0	37.0	15006798709.278605	15910017871.022783
2	0	MDSINE2	0.0	38.0	17292938140.134686	15260698399.948238
2	0	MDSINE2	0.0	39.0	21169540347.27048	14483379229.094614
2	0	MDSINE2	0.0	40.0	10894522828.953926	13473468995.765034
2	0	MDSINE2	0.0	41.0	25922902962.060867	12489803310.383673
2	0	MDSINE2	0.0	42.0	21048532541.33195	12491213780.336063
2	0	MDSINE2	0.0	43.0	13949158942.805319	12387291304.782425
2	0	MDSINE2	0.0	44.0	4577447381.711808	11037104528.866003
2	0	MDSINE2	0.0	45.0	6807308080.170375	10717492248.432613
2	0	MDSINE2	0.0	46.0	3276834385.736023	11172938139.503666
2	0	MDSINE2	0.0	47.0	3398347144.1962514	11718725238.314472
2	0	MDSINE2	0.0	48.0	5041712674.539484	12408322594.244398
2	0	MDSINE2	0.0	49.0	6868096009.10326	13507069280.696915
2	0	MDSINE2	0.0	50.0	5089930421.137322	14433834582.05439
2	0	MDSINE2	0.0	51.0	4620867770.654475	14321266472.41685
2	0	MDSINE2	0.0	52.0	5643233608.702708	14645621506.790113
2	0	MDSINE2	0.0	53.0	17297834026.247066	14817311603.314547
2	0	MDSINE2	0.0	54.0	12742776363.55287	16917107161.073515
2	0	MDSINE2	0.0	55.0	8986046317.531515	16937071016.146992
2	0	MDSINE2	0.0	56.0	12564923637.68941	16953298774.79817
2	0	MDSINE2	0.0	57.0	8549509462.771696	16976878224.686142
2	0	MDSINE2	0.0	58.0	5069488217.462193	17222774812.52057
2	0	MDSINE2	0.0	59.0	14989430163.82094	17290244857.052986
2	0	MDSINE2	0.0	60.0	10471525268.731153	17362096698.756397
2	0	MDSINE2	0.0	61.0	13200517205.791883	17885901888.27912
2	0	MDSINE2	0.0	62.0	21757380723.802742	18622781470.510696
2	0	MDSINE2	0.0	63.0	10482048362.602402	18625767158.42496
2	0	MDSINE2	0.0	64.0	10050625834.12731	18628234896.785233
2	0	MDSINE2	0.0	65.0	16447571495.966537	18630274487.189793
2	0	MDSINE2	0.0	66.0	21773220423.191895	18651108210.05575
2	0	MDSINE2	0.0	67.0	41900042611.97689	18670309662.317078
2	0	MDSINE2	0.0	68.0	60013182554.8389	18686598338.85609
2	0	MDSINE2	0.0	69.0	6979999927.620096	18700409822.141068
2	0	MDSINE2	0.0	70.0	17925385803.148087	18712116374.09044
2	0	MDSINE2	0.0	71.0	53256777975.151085	18769996975.279335
2	0	MDSINE2	0.0	72.0	2113627245.4616816	18854397770.84846
2	0	MDSINE2	0.0	73.0	23047914004.765797	18864498065.77453
2	0	MDSINE2	0.0	74.0	70490121417.3119	18873039115.010403
2	0	MDSINE2	1.0	0.0	2080363650.8002212	2080363650.8002212
2	0	MDSINE2	1.0	1.0	98247708.73007147	3475878326.494051
2	0	MDSINE2	1.0	2.0	91211706.96649568	5436924863.020699
2	0	MDSINE2	1.0	3.0	1938051433.7725992	7767438576.660259
2	0	MDSINE2	1.0	4.0	3139429008.120255	10170039347.783463
2	0	MDSINE2	1.0	5.0	10812853008.875416	11893677915.922092
2	0	MDSINE2	1.0	6.0	10618729312.275219	13085141382.856884
2	0	MDSINE2	1.0	7.0	7477377128.267227	13880953792.900589
2	0	MDSINE2	1.0	8.0	3715590658.690532	14381421160.655693
2	0	MDSINE2	1.0	9.0	2700769167.2735248	14908574846.993965
2	0	MDSINE2	1.0	10.0	5083354732.253767	15139914050.0172
2	0	MDSINE2	1.0	11.0	11418989209.45091	15124592853.121843
2	0	MDSINE2	1.0	12.0	9618919309.089087	15161955751.850294
2	0	MDSINE2	1.0	13.0	8512543668.413228	15187308950.673813
2	0	MDSINE2	1.0	14.0	6167727276.465127	15268610203.515047
2	0	MDSINE2	1.0	15.0	4493143820.525457	15268683310.288626
2	0	MDSINE2	1.0	16.0	3171409805.531522	15286024357.116642
2	0	MDSINE2	1.0	17.0	3207160500.261465	15290199816.293255
2	0	MDSINE2	1.0	18.0	17339577541.25566	15290199986.73175
2	0	MDSINE2	1.0	19.0	21721883968.199757	15290199988.974154
2	0	MDSINE2	1.0	20.0	39283412541.914276	26688676474.045277
2	0	MDSINE2	1.0	21.0	47558885976.82474	32945212093.10526
2	0	MDSINE2	1.0	22.0	30506692587.101955	34229735243.964558
2	0	MDSINE2	1.0	23.0	43588619509.52319	34900534935.95982
2	0	MDSINE2	1.0	24.0	80224075930.91495	35336280888.530045
