HeldoutSubjectId	HeldoutSubjectIdx	Method	TaxonIdx	TimePoint	Truth	Pred
2	0	MDSINE2	0.0	0.0	0.00040360554284945513	0.0004035863727262514
2	0	MDSINE2	0.0	1.0	0.0008001800405091146	0.0008967704689532163
2	0	MDSINE2	0.0	2.0	0.0036624801243456662	0.0012933904022711534
2	0	MDSINE2	0.0	3.0	0.005580455224536427	0.0017047142759293256
2	0	MDSINE2	0.0	4.0	0.0062679719556718696	0.002163778536908713
2	0	MDSINE2	0.0	5.0	0.007712027344584491	0.002669937395753027
2	0	MDSINE2	0.0	6.0	0.015319197674918033	0.003245624711022841
2	0	MDSINE2	0.0	7.0	0.017587482564133665	0.0038913648539635635
2	0	MDSINE2	0.0	8.0	0.022744597128082574	0.004617654040224628
2	0	MDSINE2	0.0	9.0	0.020915881779798636	0.0063650327656809445
2	0	MDSINE2	0.0	10.0	0.021495016029290683	0.008646937414522535
2	0	MDSINE2	0.0	11.0	0.036146503175300555	0.0115574411596573
2	0	MDSINE2	0.0	12.0	0.051023950017355095	0.015125588494757418
2	0	MDSINE2	0.0	13.0	0.0654096273612497	0.019706818814555258
2	0	MDSINE2	0.0	14.0	0.074123841386497	0.025273396268097555
2	0	MDSINE2	0.0	15.0	0.039491722806138246	0.048117556689244265
2	0	MDSINE2	0.0	16.0	0.042069385270846006	0.0723241334287172
2	0	MDSINE2	0.0	17.0	0.05150798696654215	0.09727860932218674
2	0	MDSINE2	0.0	18.0	0.0664087011085547	0.12066238979525332
2	0	MDSINE2	0.0	19.0	0.07305074465934364	0.12301213661461521
2	0	MDSINE2	0.0	20.0	0.0213942686191151	0.12295352522909013
2	0	MDSINE2	0.0	21.0	0.01262883448079195	0.12322355233504666
2	0	MDSINE2	0.0	22.0	0.006147128946083361	0.11513063434996744
2	0	MDSINE2	0.0	23.0	0.008131360822578954	0.10867016569789914
2	0	MDSINE2	0.0	24.0	0.007366181044360779	0.10876207802721233
2	0	MDSINE2	0.0	25.0	0.009548158196806844	0.11054186119585968
2	0	MDSINE2	0.0	26.0	0.0077739414094770065	0.11038026005646417
2	0	MDSINE2	0.0	27.0	0.005030542579949694	0.10967095151098669
2	0	MDSINE2	0.0	28.0	0.05779395959906126	0.11517572605047878
2	0	MDSINE2	0.0	29.0	0.059158598701349194	0.11673778574765564
2	0	MDSINE2	0.0	30.0	0.10065557686304244	0.11730459122533163
2	0	MDSINE2	0.0	31.0	0.1071504080510804	0.11629358474650753
2	0	MDSINE2	0.0	32.0	0.09242947931764968	0.11563414261549519
2	0	MDSINE2	0.0	33.0	0.08643906297754525	0.11496425907200922
2	0	MDSINE2	0.0	34.0	0.033051196584397584	0.11405098687937563
2	0	MDSINE2	0.0	35.0	0.08094986394158298	0.11379564423502603
2	0	MDSINE2	0.0	36.0	0.10157909502625145	0.11522880401875199
2	0	MDSINE2	0.0	37.0	0.10218210013291981	0.11490853198517093
2	0	MDSINE2	0.0	38.0	0.11258962397069415	0.14565098273736293
2	0	MDSINE2	0.0	39.0	0.09216341903993235	0.1480627505466646
2	0	MDSINE2	0.0	40.0	0.24604354403736106	0.13335464734868951
2	0	MDSINE2	0.0	41.0	0.3203340495892958	0.11467995297554455
2	0	MDSINE2	0.0	42.0	0.19811742965625767	0.10432989435900215
2	0	MDSINE2	0.0	43.0	0.11340466098356522	0.10002521349755879
2	0	MDSINE2	0.0	44.0	0.06264517742915342	0.09476645935133526
2	0	MDSINE2	0.0	45.0	0.08143769901558826	0.09666213887181378
2	0	MDSINE2	0.0	46.0	0.13436192703881966	0.12862207779083332
2	0	MDSINE2	0.0	47.0	0.23127080477775605	0.14820033978297031
2	0	MDSINE2	0.0	48.0	0.25828436566804736	0.16738580585102217
2	0	MDSINE2	0.0	49.0	0.24636620721023597	0.1740934072636437
2	0	MDSINE2	0.0	50.0	0.3546592197539159	0.18735430086890542
2	0	MDSINE2	0.0	51.0	0.38141661939875204	0.19091455235333943
2	0	MDSINE2	0.0	52.0	0.37333200699171504	0.19407214557429145
2	0	MDSINE2	0.0	53.0	0.378989620356126	0.19626738337100758
2	0	MDSINE2	0.0	54.0	0.6446261544796752	0.20306539518054306
2	0	MDSINE2	0.0	55.0	0.6161097168152087	0.19829445339114413
2	0	MDSINE2	0.0	56.0	0.52967242539825	0.2050922878686
2	0	MDSINE2	0.0	57.0	0.4125824693685203	0.21025097046037483
2	0	MDSINE2	0.0	58.0	0.5288051963070755	0.21104628152917493
2	0	MDSINE2	0.0	59.0	0.4755818786367415	0.21224630493847327
2	0	MDSINE2	0.0	60.0	0.24375077726650915	0.21205584965646487
2	0	MDSINE2	0.0	61.0	0.30124888250751775	0.21135416029053603
2	0	MDSINE2	0.0	62.0	0.15339755867470914	0.20727906520994127
2	0	MDSINE2	0.0	63.0	0.16828414605043354	0.20543398707127994
2	0	MDSINE2	0.0	64.0	0.14908734240807636	0.20663336183519118
2	0	MDSINE2	0.0	65.0	0.1911980312074563	0.20576524735054313
2	0	MDSINE2	0.0	66.0	0.2473229158404061	0.20442196332401003
2	0	MDSINE2	0.0	67.0	0.3140313470242771	0.20320819564617318
2	0	MDSINE2	0.0	68.0	0.2599826752731439	0.2015487218961874
