HeldoutSubjectId	HeldoutSubjectIdx	Method	TaxonIdx	TimePoint	Truth	Pred
2	0	gLV (elastic net)	0.0	0.0	96016783.88308714	0.00040360554284945513
2	0	gLV (elastic net)	0.0	1.0	6081096.091609839	0.010962536413930971
2	0	gLV (elastic net)	0.0	2.0	25132257.967918836	0.020100237555818235
2	0	gLV (elastic net)	0.0	3.0	104781835.7126948	0.028562998801145028
2	0	gLV (elastic net)	0.0	4.0	108410328.86709318	0.03653404744096749
2	0	gLV (elastic net)	0.0	5.0	454258109.6478558	0.04405500669260794
2	0	gLV (elastic net)	0.0	6.0	979401807.0971885	0.051086135439274344
2	0	gLV (elastic net)	0.0	7.0	545977180.1588324	0.05760683378307812
2	0	gLV (elastic net)	0.0	8.0	573066790.6111131	0.06359383078305628
2	0	gLV (elastic net)	0.0	9.0	545119727.4521991	0.07405908718834575
2	0	gLV (elastic net)	0.0	10.0	1040933954.6854761	0.08274719260788843
2	0	gLV (elastic net)	0.0	11.0	5193057906.810591	0.09000767337537335
2	0	gLV (elastic net)	0.0	12.0	5164865074.366183	0.09599053146773004
2	0	gLV (elastic net)	0.0	13.0	3962861641.644067	0.10125318081529054
2	0	gLV (elastic net)	0.0	14.0	3437395222.326853	0.10592259344194924
2	0	gLV (elastic net)	0.0	15.0	1216855266.3958454	0.11648880047851722
2	0	gLV (elastic net)	0.0	16.0	1875815897.2988088	0.12138572807343855
2	0	gLV (elastic net)	0.0	17.0	1495156194.3765235	0.12526875435156304
2	0	gLV (elastic net)	0.0	18.0	7715028661.939049	0.1300493349092348
2	0	gLV (elastic net)	0.0	19.0	11140130368.173098	0.13077918046869005
2	0	gLV (elastic net)	0.0	20.0	2034449922.9625432	0.10366347978187804
2	0	gLV (elastic net)	0.0	21.0	1538560360.3251414	0.08513127580767338
2	0	gLV (elastic net)	0.0	22.0	328425003.2015202	0.0722965343813976
2	0	gLV (elastic net)	0.0	23.0	814298665.0567791	0.06294464836743197
2	0	gLV (elastic net)	0.0	24.0	1444707563.6194916	0.05597258606072774
2	0	gLV (elastic net)	0.0	25.0	1061689696.5711787	0.04718449284444914
2	0	gLV (elastic net)	0.0	26.0	501918886.3287589	0.04084609909715618
2	0	gLV (elastic net)	0.0	27.0	436693922.2470497	0.04035484169784742
2	0	gLV (elastic net)	0.0	28.0	10872130506.499578	0.06778229536026661
2	0	gLV (elastic net)	0.0	29.0	12988098726.50733	0.08715327022936209
2	0	gLV (elastic net)	0.0	30.0	27811919236.009304	0.10129263107655834
2	0	gLV (elastic net)	0.0	31.0	2517376956.111766	0.11200031503286845
2	0	gLV (elastic net)	0.0	32.0	36567708375.49144	0.12026304950096721
2	0	gLV (elastic net)	0.0	33.0	16545120603.991013	0.1269924251404039
2	0	gLV (elastic net)	0.0	34.0	4782323784.504114	0.13260569776070158
2	0	gLV (elastic net)	0.0	35.0	20870626524.00732	0.14140587062159454
2	0	gLV (elastic net)	0.0	36.0	17393728193.59552	0.15275455488231243
2	0	gLV (elastic net)	0.0	37.0	15006798709.278605	0.15470139639171235
2	0	gLV (elastic net)	0.0	38.0	17292938140.134686	0.1150585551225461
2	0	gLV (elastic net)	0.0	39.0	21169540347.27048	0.08348204732317378
2	0	gLV (elastic net)	0.0	40.0	10894522828.953926	0.058121299440242205
2	0	gLV (elastic net)	0.0	41.0	25922902962.060867	0.037642800200642715
2	0	gLV (elastic net)	0.0	42.0	21048532541.33195	0.021078719023536304
2	0	gLV (elastic net)	0.0	43.0	13949158942.805319	0.0
2	0	gLV (elastic net)	0.0	44.0	4577447381.711808	0.0
2	0	gLV (elastic net)	0.0	45.0	6807308080.170375	0.0
2	0	gLV (elastic net)	0.0	46.0	3276834385.736023	0.03422851892551865
2	0	gLV (elastic net)	0.0	47.0	3398347144.1962514	0.061785370721997725
2	0	gLV (elastic net)	0.0	48.0	5041712674.539484	0.0841788067983365
2	0	gLV (elastic net)	0.0	49.0	6868096009.10326	0.10254564816412946
2	0	gLV (elastic net)	0.0	50.0	5089930421.137322	0.11775733306717395
2	0	gLV (elastic net)	0.0	51.0	4620867770.654475	0.1304828364846341
2	0	gLV (elastic net)	0.0	52.0	5643233608.702708	0.1412365841290049
2	0	gLV (elastic net)	0.0	53.0	17297834026.247066	0.1583145658974707
2	0	gLV (elastic net)	0.0	54.0	12742776363.55287	0.18902084522489546
2	0	gLV (elastic net)	0.0	55.0	8986046317.531515	0.1923332135133432
2	0	gLV (elastic net)	0.0	56.0	12564923637.68941	0.1690439496644408
2	0	gLV (elastic net)	0.0	57.0	8549509462.771696	0.14854339507432615
2	0	gLV (elastic net)	0.0	58.0	5069488217.462193	0.13052102046989184
2	0	gLV (elastic net)	0.0	59.0	14989430163.82094	0.11474283530366859
2	0	gLV (elastic net)	0.0	60.0	10471525268.731153	0.10098951898198194
2	0	gLV (elastic net)	0.0	61.0	13200517205.791883	0.07873267288599767
2	0	gLV (elastic net)	0.0	62.0	21757380723.802742	0.03851895558051375
2	0	gLV (elastic net)	0.0	63.0	10482048362.602402	0.03381975563068046
2	0	gLV (elastic net)	0.0	64.0	10050625834.12731	0.05685070836033235
2	0	gLV (elastic net)	0.0	65.0	16447571495.966537	0.07666314962248452
2	0	gLV (elastic net)	0.0	66.0	21773220423.191895	0.09367987938655414
2	0	gLV (elastic net)	0.0	67.0	41900042611.97689	0.1082495945138895
2	0	gLV (elastic net)	0.0	68.0	60013182554.8389	0.12065806798725798
2	0	gLV (elastic net)	0.0	69.0	6979999927.620096	0.13121243612793004
2	0	gLV (elastic net)	0.0	70.0	17925385803.148087	0.14017348205180774
2	0	gLV (elastic net)	0.0	71.0	53256777975.151085	0.15418316721907874
2	0	gLV (elastic net)	0.0	72.0	2113627245.4616816	0.16411166046690553
2	0	gLV (elastic net)	0.0	73.0	23047914004.765797	0.17116564049459282
2	0	gLV (elastic net)	0.0	74.0	70490121417.3119	0.17384970091924676
2	0	gLV (elastic net)	1.0	0.0	2080363650.8002212	0.008744786761738194
2	0	gLV (elastic net)	1.0	1.0	98247708.73007147	0.02776641928984301
2	0	gLV (elastic net)	1.0	2.0	91211706.96649568	0.0508461567766453
2	0	gLV (elastic net)	1.0	3.0	1938051433.7725992	0.07289574274459949
2	0	gLV (elastic net)	1.0	4.0	3139429008.120255	0.09180931555629257
2	0	gLV (elastic net)	1.0	5.0	10812853008.875416	0.10698893670455552
2	0	gLV (elastic net)	1.0	6.0	10618729312.275219	0.11852122898712122
2	0	gLV (elastic net)	1.0	7.0	7477377128.267227	0.1269141220089381
2	0	gLV (elastic net)	1.0	8.0	3715590658.690532	0.1327264436878611
2	0	gLV (elastic net)	1.0	9.0	2700769167.2735248	0.13876386468436142
2	0	gLV (elastic net)	1.0	10.0	5083354732.253767	0.14016521312490593
2	0	gLV (elastic net)	1.0	11.0	11418989209.45091	0.1393618952306442
2	0	gLV (elastic net)	1.0	12.0	9618919309.089087	0.13752909149357004
2	0	gLV (elastic net)	1.0	13.0	8512543668.413228	0.1355328782151078
2	0	gLV (elastic net)	1.0	14.0	6167727276.465127	0.13391889004831284
2	0	gLV (elastic net)	1.0	15.0	4493143820.525457	0.1317805069495798
2	0	gLV (elastic net)	1.0	16.0	3171409805.531522	0.1311486424984464
2	0	gLV (elastic net)	1.0	17.0	3207160500.261465	0.13089965525626768
2	0	gLV (elastic net)	1.0	18.0	17339577541.25566	0.13083422181910423
2	0	gLV (elastic net)	1.0	19.0	21721883968.199757	0.13086145528564405
2	0	gLV (elastic net)	1.0	20.0	39283412541.914276	0.24958610806440876
2	0	gLV (elastic net)	1.0	21.0	47558885976.82474	0.31848150201440406
2	0	gLV (elastic net)	1.0	22.0	30506692587.101955	0.358502539757635
2	0	gLV (elastic net)	1.0	23.0	43588619509.52319	0.3798345284278377
2	0	gLV (elastic net)	1.0	24.0	80224075930.91495	0.3909267136290755
2	0	gLV (elastic net)	1.0	25.0	61407822631.91477	0.39952033757356914
2	0	gLV (elastic net)	1.0	26.0	21605761760.822163	0.3874530789087356
2	0	gLV (elastic net)	1.0	27.0	28846752806.71939	0.3882544947418272
2	0	gLV (elastic net)	1.0	28.0	41363608473.4946	0.2741220339927122
2	0	gLV (elastic net)	1.0	29.0	67275192943.54536	0.20783024351508592
2	0	gLV (elastic net)	1.0	30.0	46634562848.3284	0.1698104795233846
2	0	gLV (elastic net)	1.0	31.0	4689036792.757512	0.148478407530961
2	0	gLV (elastic net)	1.0	32.0	87361093410.92981	0.13674619017467005
2	0	gLV (elastic net)	1.0	33.0	56641573448.771225	0.13076830850749877
2	0	gLV (elastic net)	1.0	34.0	7340121887.944275	0.12802302075225092
2	0	gLV (elastic net)	1.0	35.0	49604961905.18596	0.12688832883700468
2	0	gLV (elastic net)	1.0	36.0	30158508008.189194	0.1288245910243503
2	0	gLV (elastic net)	1.0	37.0	18669704771.832424	0.12934495165218182
2	0	gLV (elastic net)	1.0	38.0	12236340683.41844	0.12365909200203522
2	0	gLV (elastic net)	1.0	39.0	42642175308.90972	0.11804345068286429
2	0	gLV (elastic net)	1.0	40.0	1306550537.6326609	0.11255648785301786
2	0	gLV (elastic net)	1.0	41.0	1428102836.8252373	0.10744490422115881
2	0	gLV (elastic net)	1.0	42.0	639600529.7482637	0.10284478154008296
2	0	gLV (elastic net)	1.0	43.0	114353255.19320743	0.09506989397024687
2	0	gLV (elastic net)	1.0	44.0	5222415.723573084	0.0786765177690856
2	0	gLV (elastic net)	1.0	45.0	13917317.8229908	0.07739488520470263
2	0	gLV (elastic net)	1.0	46.0	1645547.90043657	0.08292108479170904
2	0	gLV (elastic net)	1.0	47.0	575454.6006597666	0.08810209112399688
2	0	gLV (elastic net)	1.0	48.0	4230807.838774392	0.09279196021396201
2	0	gLV (elastic net)	1.0	49.0	7166900.635603016	0.09692470383861976
2	0	gLV (elastic net)	1.0	50.0	69006812.29296352	0.10051578472578912
2	0	gLV (elastic net)	1.0	51.0	262417530.24164736	0.10359190669095156
2	0	gLV (elastic net)	1.0	52.0	878781496.4486612	0.1061976103051693
2	0	gLV (elastic net)	1.0	53.0	3818226696.1309605	0.11010622107840562
2	0	gLV (elastic net)	1.0	54.0	801220379.1283015	0.11535092175512038
2	0	gLV (elastic net)	1.0	55.0	264592183.96554932	0.11598116206391783
2	0	gLV (elastic net)	1.0	56.0	1097750926.7281332	0.10193596970760387
2	0	gLV (elastic net)	1.0	57.0	1432784725.628533	0.08840653412545425
2	0	gLV (elastic net)	1.0	58.0	27161932.058862165	0.07609957380002788
2	0	gLV (elastic net)	1.0	59.0	24562098.804600623	0.06528013058042109
2	0	gLV (elastic net)	1.0	60.0	11575665.688223215	0.056020368954080996
2	0	gLV (elastic net)	1.0	61.0	4748387.484097799	0.04168006039075197
2	0	gLV (elastic net)	1.0	62.0	0.0	0.01942308964338233
2	0	gLV (elastic net)	1.0	63.0	0.0	0.01977477296903857
2	0	gLV (elastic net)	1.0	64.0	0.0	0.035144187921313595
2	0	gLV (elastic net)	1.0	65.0	2252166.43789765	0.048586531677365846
2	0	gLV (elastic net)	1.0	66.0	0.0	0.060041414560806444
2	0	gLV (elastic net)	1.0	67.0	0.0	0.06966171461639278
2	0	gLV (elastic net)	1.0	68.0	0.0	0.07768732879657449
2	0	gLV (elastic net)	1.0	69.0	3086447.0164139266	0.08438710216845521
2	0	gLV (elastic net)	1.0	70.0	1465210.5446418247	0.0899927115143899
2	0	gLV (elastic net)	1.0	71.0	4903939.040069161	0.09852251402911774
2	0	gLV (elastic net)	1.0	72.0	2799969.8565480136	0.10471511084255435
2	0	gLV (elastic net)	1.0	73.0	2346799.104446166	0.10928588794873474
2	0	gLV (elastic net)	1.0	74.0	0.0	0.11115534958895944
2	0	gLV (elastic net)	2.0	0.0	7521314737.508492	0.03161576752320732
2	0	gLV (elastic net)	2.0	1.0	510622037.44236374	0.05723530169040122
2	0	gLV (elastic net)	2.0	2.0	1009826384.789012	0.07700847517411999
2	0	gLV (elastic net)	2.0	3.0	3197083569.9739556	0.09250883360182126
2	0	gLV (elastic net)	2.0	4.0	3564688081.665914	0.10479078756889959
2	0	gLV (elastic net)	2.0	5.0	12887843653.776564	0.11458200874997282
2	0	gLV (elastic net)	2.0	6.0	16121686007.853065	0.12236486165274911
2	0	gLV (elastic net)	2.0	7.0	6667197197.709696	0.12857553888693418
2	0	gLV (elastic net)	2.0	8.0	7182021843.20232	0.13350203702695077
2	0	gLV (elastic net)	2.0	9.0	7799275106.746216	0.1403086244469522
2	0	gLV (elastic net)	2.0	10.0	10450060679.556393	0.14411618902457726
2	0	gLV (elastic net)	2.0	11.0	48453238635.47914	0.14589795105146092
2	0	gLV (elastic net)	2.0	12.0	33756758126.02492	0.14612363126998668
2	0	gLV (elastic net)	2.0	13.0	17510803676.91224	0.1456549703690256
2	0	gLV (elastic net)	2.0	14.0	8374120436.19028	0.14483728354207157
2	0	gLV (elastic net)	2.0	15.0	7674954623.475401	0.14091482226173777
2	0	gLV (elastic net)	2.0	16.0	15948777293.468807	0.13755650880725864
2	0	gLV (elastic net)	2.0	17.0	10131305252.309505	0.13396264301987024
2	0	gLV (elastic net)	2.0	18.0	31119307211.726852	0.12822542497733844
2	0	gLV (elastic net)	2.0	19.0	34381278733.13939	0.12722801343767925
